Taxa.name,Class,Order,Motile,Heterotrophic,Mixotrophic,Autotrophic,Small.Large,Filament,Colonial,Geometrical.shape.of.the.cell,Centric,aerotopes,size,genus,species,Gelatinous
Pteromonas cordiformis,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,trel,0,0,small,Pteromonas,cordiformis,1
Pteromonas pseudoangulosa,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,trel,0,0,small,Pteromonas,pseudoangulosa,1
Puncticulata bodanica,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,tub,NA,0,large,Puncticulata,bodanica,0
Puncticulata radiosa,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Puncticulata,radiosa,0
Pyramimonas inconstans,Prasinophyceae,Pyramimonadales,0,NA,NA,NA,Nanophytoplancton,0,0,trel,NA,0,small,Pyramimonas,inconstans,1
Pyramimonas micron,Prasinophyceae,Pyramimonadales,1,0,0,1,Nanophytoplancton,0,0,trel,NA,0,small,Pyramimonas,micron,1
Quadrichloris carterioides,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,trel,NA,0,small,Quadrichloris,carterioides,1
Quadricoccus ellipticus,Chlorophyceae,Chlorococcales,0,NA,NA,NA,Nanophytoplancton,0,0,trel,NA,0,small,Quadricoccus,ellipticus,1
Quadricoccus ellipticus erreur,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,,NA,0,large,Quadricoccus,ellipticus,1
Quadrigula cf. closterioides,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Quadrigula,cf.,0
Quadrigula lacustris,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Quadrigula,lacustris,0
Quadrigula quaternata,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Quadrigula,quaternata,0
Radiococaccés,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,1,1,ell,NA,0,large,Radiococacces,,1
Radiococcus planktonicus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,sphe,NA,0,large,Radiococcus,planktonicus,1
Radiocystis aphaniticoïdea,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,1,1,ell,0,1,large,Radiocystis,aphaniticoidea,1
Radiocystis geminata,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,1,1,ell,0,1,large,Radiocystis,geminata,1
Rayssiella hemisphaerica,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,NA,0,large,Rayssiella,hemisphaerica,1
Rhabdoderma lineare,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,1,trel,NA,0,small,Rhabdoderma,lineare,0
Rhabdoderma tenuissimum,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,tub,NA,0,large,Rhabdoderma,tenuissimum,1
Rhizosolenia eriensis,Coscinodiscophyceae,Rhizosoleniales,0,NA,NA,NA,Microphytoplancton,0,0,box,0,0,large,Rhizosolenia,eriensis,0
Rhizosolenia longiseta,Coscinodiscophyceae,Rhizosoleniales,0,0,1,0,Microphytoplancton,0,1,tub,1,0,large,Rhizosolenia,longiseta,0
Rhodomonas minuta,Cryptophyceae,Pyrenomonadales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Rhodomonas,minuta,0
Rhodomonas minuta var. nannoplanctica,Cryptophyceae,Pyrenomonadales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Rhodomonas,minuta,0
Rhoicosphenia abbreviata,Bacillariophyceae,Cymbellales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Rhoicosphenia,abbreviata,0
Rhopalodia gibba,Bacillariophyceae,Rhopalodiales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Rhopalodia,gibba,0
Romeria chlorina,Cyanobacteria,Pseudanabaenales,0,0,0,1,Nanophytoplancton,1,1,tub,NA,0,small,Romeria,chlorina,1
Romeria gracilis,Cyanobacteria,Pseudanabaenales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Romeria,gracilis,1
Salpingoeca bütschli,Choanoflagellatea,Choanoflagellida,1,1,0,0,Nanophytoplancton,0,0,ell,NA,0,small,Salpingoeca,butschli,0
Salpingoeca frequentissima,Choanoflagellatea,Choanoflagellida,1,1,0,0,Nanophytoplancton,0,0,ell,NA,0,small,Salpingoeca,frequentissima,0
Salpingoeca globulosa,Choanoflagellatea,Choanoflagellida,1,1,0,0,Nanophytoplancton,0,0,ell,NA,0,small,Salpingoeca,globulosa,0
Salpingoeca gracilis,Choanoflagellatea,Choanoflagellida,1,1,0,0,Microphytoplancton,0,0,ell,NA,0,large,Salpingoeca,gracilis,0
Salpingoeca minor,Choanoflagellatea,Choanoflagellida,1,1,0,0,Nanophytoplancton,0,0,ell,NA,0,small,Salpingoeca,minor,0
Salpingoeca sp.,Choanoflagellatea,Choanoflagellida,1,1,0,0,Nanophytoplancton,0,0,ell,NA,0,small,Salpingoeca,,0
Scenedesmus aculeolatus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,aculeolatus,1
Scenedesmus acuminatus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,acuminatus,1
Scenedesmus acunae,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,acunae,1
Scenedesmus acutiformis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,acutiformis,1
Scenedesmus acutus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,acutus,1
Scenedesmus acutus une cellule,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,acutus,1
Scenedesmus acutus var. acutus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,acutus,1
Scenedesmus acutus var. alternans,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,acutus,1
Scenedesmus apiculatus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,apiculatus,1
Scenedesmus arcuatus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,arcuatus,1
Scenedesmus armatus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,armatus,1
Scenedesmus bernardii,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,bernardii,1
Scenedesmus bicaudatus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,bicaudatus,1
Scenedesmus bicaudatus var. brevicaudatus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,bicaudatus,1
Scenedesmus bicaudatus var. fenestratus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,bicaudatus,1
Scenedesmus denticulatus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,denticulatus,1
Scenedesmus denticulatus var. fenestratus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,denticulatus,1
Scenedesmus dimorphus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,dimorphus,1
Scenedesmus disciformis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,disciformis,1
Scenedesmus disciformis erreur,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,disciformis,1
Scenedesmus disciformis f. disciformis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,disciformis,1
Scenedesmus dispar,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,dispar,1
Scenedesmus ecornis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,ecornis,1
Scenedesmus ecornis cellule isolée,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,ecornis,1
Scenedesmus ecornis var. polymorphus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,ecornis,1
Scenedesmus fusiformis,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,fusiformis,1
Scenedesmus grahneisii,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,grahneisii,1
Scenedesmus granulatus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,granulatus,1
Scenedesmus gutwinskii,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,gutwinskii,1
Scenedesmus insignis,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,insignis,1
Scenedesmus intermedius var. acaudatus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,intermedius,1
Scenedesmus intermedius var. bicaudatus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,intermedius,1
Scenedesmus intermedius var. intermedius,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,intermedius,1
Scenedesmus intermedius var. intermedius,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,intermedius,1
Scenedesmus intermedius var. intermedius,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,intermedius,1
Scenedesmus intermedius var. intermedius,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,intermedius,1
Scenedesmus lefevrii,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,lefevrii,1
Scenedesmus lefevrii var. manguinii,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,lefevrii,1
Scenedesmus linearis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,linearis,1
Scenedesmus lunatus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,lunatus,1
Scenedesmus magnus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,magnus,1
Scenedesmus magnus erreur,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,magnus,1
Scenedesmus oahuensis,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,oahuensis,1
Scenedesmus obliquus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,obliquus,1
Scenedesmus obtusus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,obtusus,1
Scenedesmus obtusus f. alternans,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,obtusus,1
Scenedesmus opoliensis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,opoliensis,1
Scenedesmus opoliensis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,opoliensis,1
Scenedesmus opoliensis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,opoliensis,1
Scenedesmus opoliensis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,opoliensis,1
Scenedesmus opoliensis var. carinatus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,opoliensis,1
Scenedesmus ovalternus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,ovalternus,1
Scenedesmus pannonicus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,pannonicus,1
Scenedesmus parisiensis,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,parisiensis,1
Scenedesmus pecsensis,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,pecsensis,1
Scenedesmus praetervisus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,praetervisus,1
Scenedesmus protuberans,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,protuberans,1
Scenedesmus pulloideus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,pulloideus,1
Scenedesmus quadricauda,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,quadricauda,1
Scenedesmus semipulcher,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,semipulcher,1
Scenedesmus serratus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,serratus,1
Scenedesmus smithii,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,smithii,1
Scenedesmus sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,,1
Scenedesmus spinosus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Scenedesmus,spinosus,1
Scenedesmus tibiscensis,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,tibiscensis,1
Scenedesmus verrucosus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Scenedesmus,verrucosus,1
Schroederia antillarum,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,doco,0,0,small,Schroederia,antillarum,1
Schroederia indica,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,doco,0,0,large,Schroederia,indica,1
Schroederia setigera,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,doco,0,0,large,Schroederia,setigera,1
Selenastrum capricornutum,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,small,Selenastrum,capricornutum,1
Selenochloris quadriloba,Prasinophyceae,Pyramimonadales,1,0,0,1,Nanophytoplancton,0,0,ell,NA,0,small,Selenochloris,quadriloba,1
Sellaphora bacillum,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Sellaphora,bacillum,0
Sellaphora pupula,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Sellaphora,pupula,0
Sellaphora rostrata,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Sellaphora,rostrata,0
Siderocelis minor,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,NA,0,small,Siderocelis,minor,1
Siderocelis oblonga,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,NA,0,small,Siderocelis,oblonga,1
Siderocelis ornata,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,NA,0,small,Siderocelis,ornata,1
Siderocelis sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,NA,0,small,Siderocelis,,1
Skeletonema cf subsalsum,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,1,1,tub,NA,0,large,Skeletonema,subsalsum,0
Snowella arachnoidea,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,1,1,sphe,0,0,small,Snowella,arachnoidea,1
Snowella lacustris,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,1,1,trel,0,0,large,Snowella,lacustris,0
Snowella rosea,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Snowella,rosea,0
Snowella septentrionalis,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,1,sphe,0,0,small,Snowella,septentrionalis,1
Snowella sp.,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Snowella,,1
Sphaerellopsis aulata,Chlorophyceae,Volvocales,1,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Sphaerellopsis,aulata,1
Sphaerocystis planctonica,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Sphaerocystis,planctonica,0
Sphaerocystis schroeteri,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Sphaerocystis,schroeteri,0
Sphaerocystis schroeteri cellule isolée,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,small,Sphaerocystis,schroeteri,0
Sphaeroeca volvox,Chrysophyceae,,1,0,1,0,Microphytoplancton,0,0,ell,NA,0,large,Sphaeroeca,volvox,1
Spirogyra sp.,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Spirogyra,,1
Spirogyra sp1,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Spirogyra,,0
Spirogyra sp2,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Spirogyra,,1
Spondylosium clepsydra,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,1,1,box,0,0,small,Spondylosium,clepsydra,1
Spondylosium pygmaeum,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,1,1,box,0,0,small,Spondylosium,pygmaeum,1
Spondylosium sp.,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,1,1,box,0,0,small,Spondylosium,,1
Spondylosium tetragonum,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,1,1,box,0,0,small,Spondylosium,tetragonum,1
Staurastrum avicula,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurastrum,avicula,1
Staurastrum cingulum,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurastrum,cingulum,1
Staurastrum dejectum,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,box,0,0,large,Staurastrum,dejectum,1
Staurastrum furcatum,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurastrum,furcatum,1
Staurastrum furcigerum,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurastrum,furcigerum,1
Staurastrum hexacerum,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Staurastrum,hexacerum,1
Staurastrum johnsoni var. triradiatum,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurastrum,johnsoni,1
Staurastrum messikomerii f. planctonicum,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurastrum,messikomerii,1
Staurastrum paradoxum,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Staurastrum,paradoxum,1
Staurastrum pingue,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurastrum,pingue,1
Staurastrum planctonicum var. bulbosum,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurastrum,planctonicum,1
Staurastrum proboscideum,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurastrum,proboscideum,1
Staurastrum pseudotetracerum,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurastrum,pseudotetracerum,1
Staurastrum punctulatum,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurastrum,punctulatum,1
Staurastrum sebaldii,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurastrum,sebaldii,1
Staurastrum sebaldii var. ornatum,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurastrum,sebaldii,1
Staurastrum sebaldii var. ornatum f quadriradiata,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurastrum,sebaldii,1
Staurastrum sp. (petit),Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurastrum,,1
Staurastrum sp. Annecy 2004,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurastrum,,1
Staurastrum teliferum,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurastrum,teliferum,1
Staurodesmus cuspidatus,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurodesmus,cuspidatus,1
Staurodesmus dejectus,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurodesmus,dejectus,1
Staurodesmus incus f. minor,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,0,0,box,0,0,small,Staurodesmus,incus,1
Staurodesmus patens,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurodesmus,patens,1
Staurodesmus sp.,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,large,Staurodesmus,,1
Staurodesmus spencerianus,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Staurodesmus,spencerianus,1
Stauroneis anceps,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Stauroneis,anceps,0
Staurosira brevistriata,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,0,1,box,NA,0,small,Staurosira,brevistriata,0
Staurosira construens,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,NA,0,small,Staurosira,construens,0
Staurosira leptostauron,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,NA,0,small,Staurosira,leptostauron,0
Staurosira mutabilis,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,NA,0,small,Staurosira,mutabilis,0
Staurosira pinnata,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,NA,0,small,Staurosira,pinnata,0
Staurosirella pinnata,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,NA,0,small,Staurosirella,pinnata,0
Stelexomonas dichotomus,Choanoflagellatea,Choanoflagellida,1,1,0,0,Microphytoplancton,0,0,ell,0,0,large,Stelexomonas,dichotomus,0
Stephanodiscus alpinus,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,box,1,0,small,Stephanodiscus,alpinus,0
Stephanodiscus binderanus,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,1,1,box,1,0,large,Stephanodiscus,binderanus,0
Stephanodiscus hantzschii,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,1,0,small,Stephanodiscus,hantzschii,0
Stephanodiscus hantzschii f. tenuis,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,1,0,small,Stephanodiscus,hantzschii,0
Stephanodiscus irregulare,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,box,1,0,small,Stephanodiscus,irregulare,0
Stephanodiscus minutulus,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,box,1,0,small,Stephanodiscus,minutulus,0
Stephanodiscus neoastraea,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,box,1,0,large,Stephanodiscus,neoastraea,0
Stephanodiscus parvus,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,box,1,0,small,Stephanodiscus,parvus,0
Stephanodiscus sp.,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,box,1,0,large,Stephanodiscus,,0
Stephanodiscus tenuis,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,box,1,0,small,Stephanodiscus,tenuis,0
Stichococcus bacillaris,Trebouxiophyceae,Prasiolales,0,0,0,1,Nanophytoplancton,0,0,tub,NA,0,small,Stichococcus,bacillaris,1
Stichococcus mirabilis,Trebouxiophyceae,Prasiolales,0,NA,NA,NA,Microphytoplancton,0,0,tub,NA,0,large,Stichococcus,mirabilis,1
Stichogloea olivacea var. sphaerica,Phaeothamniophyceae,Phaeothamniales,0,0,1,0,Microphytoplancton,0,1,ell,0,0,large,Stichogloea,olivacea,1
Stichogloea olivacea var. sphaerica cellule isolée,Phaeothamniophyceae,Phaeothamniales,0,NA,NA,NA,Nanophytoplancton,0,0,ell,0,0,small,Stichogloea,olivacea,1
Stokesiella epipyxis,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,trel,NA,0,small,Stokesiella,epipyxis,0
Stomatocyste 114,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Stomatocyste,114,0
Stomatocyste 130,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Stomatocyste,130,0
Stomatocyste 153,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Stomatocyste,153,0
Stomatocyste 2 épines,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Stomatocyste,2,0
Stomatocyste 219,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Stomatocyste,219,0
Stomatocyste 3 épines,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,NA,0,small,Stomatocyste,3,0
