Genus + species name,Empire,Kingdom,Subkingdom,Phylum,Class,Order,Family,Genus,Species,Kind of infraspecific level: var./f./ssp.,Infraspecific name,Determination uncertainty level,Authorities,Class sensu Bourrelly (1974),INRA code,Cell length µm,Cell width µm,Cell thickness µm,Geometrical shape of the cell,Multiplicative factor to the geometrical shape to get the cell biovolume,Dividing factor to the geometrical shape to get the cell surface area,Cell surface area µm²,Cell biovolume µm3,Number of cells per colony,Cumulated surface area of cells in a colony µm²,Cumulated biovolume of cells in a colony µm3,Colony length (takes into account mucilage) µm,Colony width (takes into account mucilage) µm,Colony thickness (takes into account mucilage) µm,Geometrical shape of the colony,Multiplicative factor to the geometrical shape to get the colony biovolume (without mucilage),Dividing factor to the geometrical shape to get the colony surface area (take into account mucilage),Colony surface area µm² (with mucilage),Colony biovolume µm3 (without mucilage),Reference biovolume,Maximal length of the algal object,Notes on biovolumes,Organic carbon ratio (Wetzel et Likens 2000),Functional groups (Reynolds 2002),Functional groups (Padisak 2009),Morpho-classification (Kruk 2010),Nano/microphytoplankton,Mobility apparatus,Mobility apparatus: Flagella,Mobility apparatus: Raphe,Colonial,Filament,Heterotrophic,Mixotrophic,Autotrophic,<=5,8-May,15-Aug,15-30,30-60,>60
Bitrichia danubiensis,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Hibberdiales ,Stylococcaceae ,Bitrichia,danubiensis,,,,JURIS,Chrysophycées,50112,7.5,7.5,7.5,ell,1,1,561.89,220.78,1,561.89,220.78,,,,,,,,,220.8,60,Averages from literature,0.11,,,II,Microphytoplankton,0,0,0,0,0,0,1,0,,,,,,
Bitrichia ollula,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Hibberdiales ,Stylococcaceae ,Bitrichia,allula,,,,(Fott) Fott,Chrysophycées,50111,8,8,8,ell,1,1,637.8,267.95,1,637.8,267.95,,,,,,,,,268,45,Averages from literature,0.11,,,II,Microphytoplankton,0,0,0,0,0,0,1,0,,,,,,
Calycomonas pascheri,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Chrysococcaceae,Calycomonas,pascheri,,,,Lohmann,Chrysophycées,58001,13,13,13,ell,1,1,1664.42,1149.76,1,1664.42,1149.76,,,,,,,,,1149.763333,13,Averages from literature,0.11,,,II,Nanophytoplankton,1,1,0,0,0,0,1,0,,,,,,
Chromulina cf erkensis,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,Chromulina,erkensis,,,,L.Cienkowsky,Chrysophycées,50810,13,13,4,ell,1,1,1178.85,353.77,1,1178.85,353.77,,,,,,,,,354,13,Averages from literature,0.11,,X3,II,Nanophytoplankton,1,1,0,0,0,0,1,0,,,,,,
Chrysastrella furcata,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,,Chrysostomataceae,Chrysastrella,furcata,,,,(Dolgoff) Deflandre,Chrysophycées,52100,10,10,10,ell,1,1,990.07,523.33,1,990.07,523.33,,,,,,,,,523.6,10,Averages from literature,0.11,,,II,Nanophytoplankton,1,1,0,0,0,0,1,0,,,,,,
Chrysococcus sp.,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Chrysococcus,sp.,,,,G.A. Klebs,Chrysophycées,52101,12,12,12,ell,1,1,1420.17,904.32,1,1420.17,904.32,,,,,,,,,904.32,12,Averages from literature,0.11,,X3,II,Nanophytoplankton,1,1,0,0,0,0,1,0,,,,,,
Chrysolykos angulatum,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Chrysolykos,angulatum,,,,(Willen) Nauwerck,Chrysophycées,50720,20,10,10,ell,0.7,0.7,2799.65,732.67,1,2799.65,732.67,,,,,,,,,1100,20,Averages from literature,0.11,,X2,II,Microphytoplankton,1,1,0,0,0,0,1,0,0,7,1,1,1,0
Chrysolykos gracilis,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Chrysolykos,gracilis,,,,Lund,Chrysophycées,50722,24,14,2,ell,0.7,0.7,3129.75,246.18,1,3129.75,246.18,,,,,,,,,0,24,Averages from literature,0.11,,X2,II,Microphytoplankton,1,1,0,0,0,0,1,0,0,7,1,1,1,0
Chrysolykos planctonicus,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Chrysolykos,planctonicus,,,,B. Marck,Chrysophycées,50710,17,7,7,ell,0.9,0.9,1297.59,392.34,1,1297.59,392.34,,,,,,,,,392.5,17,Averages from literature,0.11,,X2,II,Nanophytoplankton,1,1,0,0,0,0,1,0,,,,,,
Chrysolykos skujai,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Chrysolykos,skujai,,,,(Nauwerck) Bourrelly,Chrysophycées,50721,20,4,4,ell,0.7,0.7,1119.86,117.23,1,1119.86,117.23,,,,,,,,,167.4666667,20,Moyenne sur Annecy 2007,0.11,,X2,II,Microphytoplankton,1,1,0,0,0,0,1,0,,,,,,
Cladomonas fruticulosa,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,,,Cladomonas,fruticulosa,,,,Stein,Chrysophycées,51510,8.5,8.5,8.5,ell,1,1,718.58,321.39,1,718.58,321.39,,,,,,,,,321.5,8.5,Averages from literature,0.11,,,II,Nanophytoplankton,0,0,0,1,0,0,1,0,,,,,,
Codosiga botrytis,Eukaryota,Protozoa,Sarcomastigota,Choanozoa,Choanoflagellatea,Choanoflagellida,Codonosigidae,Codosiga,botrytis,,,,(Ehrenberg) Kent,Chrysophycées,51110,17,17,17,ell,1,1,2836.17,2571.14,1,2836.17,2571.14,,,,,,,,,2572.4,17,Averages from literature,0.11,,,II,Nanophytoplankton,0,0,0,0,0,1,0,0,,,,,,
Codosiga sp.,Eukaryota,Protozoa,Sarcomastigota,Choanozoa,Choanoflagellatea,Choanoflagellida,Codonosigidae,Codosiga,sp.,,,Species,James-Clark,Chrysophycées,51100,13,13,13,ell,1,1,1664.42,1149.76,1,1664.42,1149.76,,,,,,,,,1150.3,13,Averages from literature,0.11,,,II,Nanophytoplankton,0,0,0,0,0,1,0,0,,,,,,
Cyst 1 of Chrysophyceae,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,,,Cyst,sp. 1,,Cyst,Class,,Chrysophyceaes,50001,8.5,8.5,8.5,ell,1,1,718.58,321.39,1,718.58,321.39,,,,,,,,,321.5,8.5,Averages from literature,0.11,,,II,Nanophytoplankton,0,0,0,0,0,0,1,0,,,,,,
Cyst 2 of Chrysophyceae,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,,,Cyst,sp. 2,,Cyst,Class,,Chrysophyceaes,50002,11.6,11.6,11.6,ell,1,1,1327.92,816.87,1,1327.92,816.87,,,,,,,,,1560,11.6,Averages from literature,0.11,,,II,Nanophytoplankton,0,0,0,0,0,0,1,0,,,,,,
Desmarella brachycalyx,Eukaryota,Protozoa,Sarcomastigota,Choanozoa,Choanoflagellatea,Choanoflagellida,Codonosigidae,Desmarella,brachycalyx,,,,Skuja,Chrysophycées,51000,6,4.5,4.5,ell,1,1,272.47,63.59,1,272.47,63.59,,,,,,,,,63.6,40,Averages from literature,0.11,,,II,Microphytoplankton,1,1,0,0,0,1,0,0,,,,,,
Dinobryon anneciense,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,anneciense,,,,A remplir,Chrysophycées,50301,43,6,6,ell,0.8,0.8,3148.64,648.1,1,3148.64,648.1,,,,,,,,,1215,43,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon bavaricum,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,bavaricum,,,,IMHOF,Chrysophycées,50395,30,4,4,ell,0.6,0.6,1954.95,150.72,1,1954.95,150.72,,,,,,,,,150.8,30,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,1,1,4,4,0,0
Dinobryon bavaricum plein,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,bavaricum,,plein,,Imhof,Chrysophycées,50396,30,4,4,ell,0.6,0.6,1954.95,150.72,1,1954.95,150.72,,,,,,,,,150.8,30,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,1,1,4,4,0,0
Dinobryon bavaricum vide,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,bavaricum,,vide,,Imhof,Chrysophycées,50397,30,4,4,ell,0.6,0.6,1954.95,150.72,1,1954.95,150.72,,,,,,,,,150.8,30,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,1,1,4,4,0,0
Dinobryon calyciforme plein,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,caliciforme,,plein,,Bachman,Chrysophycées,50398,30,6,6,ell,0.6,0.6,2932.43,339.12,1,2932.43,339.12,,,,,,,,,341.28,30,moyenne starmach,0.11,E,E,II,Microphytoplankton,1,1,0,0,0,0,1,0,,,,,,
Dinobryon cf stokesii var. neustonicum ,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,stokesii,var.,neustonicum,,O.E.Imhof,Chrysophycées,50375,22,5,5,ell,0.7,0.7,1538.69,201.48,1,1538.69,201.48,,,,,,,,,201.6,22,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon cylindricum,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,cylindricum,,,,IMHOF,Chrysophycées,50320,38,9,9,ell,0.5,0.5,6680.25,805.41,1,6680.25,805.41,,,,,,,,,805.8,100,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,0,5,2,2,1,0
Dinobryon cylindricum plein,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,cylindricum,,plein,,O.E.Imhof,Chrysophycées,50321,38,9,9,ell,0.5,0.5,6680.25,805.41,1,6680.25,805.41,,,,,,,,,805.8,100,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,0,5,2,2,1,0
Dinobryon cylindricum vide,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,cylindricum,,vide,,O.E.Imhof,Chrysophycées,50322,38,9,9,ell,0.5,0.5,6680.25,805.41,1,6680.25,805.41,,,,,,,,,805.8,100,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,0,5,2,2,1,0
Dinobryon cylindricum var. alpinum plein,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,cylindricum,var.,alpinum plein,,(Imhof) Bachmann,Chrysophycées,50323,52,10,10,trel,0.5,0.5,10149.7,1360.67,1,10149.7,1360.67,,,,,,,,,1369.333333,100,moyenne starmach,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,0,5,2,2,1,0
Dinobryon cylindricum var. alpinum vide,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,cylindricum,var.,alpinum vide,,(Imhof) Bachmann,Chrysophycées,50324,52,10,10,trel,0.5,0.5,10149.7,1360.67,1,10149.7,1360.67,,,,,,,,,1369.333333,100,moyenne starmach,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,0,5,2,2,1,0
Dinobryon divergens,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,divergens,,,,IMHOF,Chrysophycées,50330,38,9,9,ell,0.5,0.5,6680.25,805.41,1,6680.25,805.41,,,,,,,,,805.8,150,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon divergens plein,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,divergens,,plein,,O.E.Imhof,Chrysophycées,50331,38,9,9,ell,0.5,0.5,6680.25,805.41,1,6680.25,805.41,,,,,,,,,805.8,150,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon divergens vide,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,divergens,,vide,,O.E.Imhof,Chrysophycées,50332,38,9,9,ell,0.5,0.5,6680.25,805.41,1,6680.25,805.41,,,,,,,,,805.8,150,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon elegantissimum,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,elegantissimum,,,,(Kors.) Bourrelly,Chrysophycées,50390,35,9,9,ell,0.5,0.5,6154.46,741.83,1,6154.46,741.83,,,,,,,,,742.2,35,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon elegantissimum plein,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,elegantissimum,,plein,,(Korshikov) Bourr.,Chrysophycées,50393,35,9,9,ell,0.5,0.5,6154.46,741.83,1,6154.46,741.83,,,,,,,,,742.2,35,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon elegantissimum vide,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,elegantissimum,,vide,,(Korshikov) Bourr.,Chrysophycées,50394,35,9,9,ell,0.5,0.5,6154.46,741.83,1,6154.46,741.83,,,,,,,,,742.2,35,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon eurystoma,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,eurystoma,,,,(Stokes) Lemmermann,Chrysophycées,50391,27,8,9,cone,1,1,2246.74,508.68,1,2246.74,508.68,,,,,,,,,508.68,27,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon pediforme,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,pediforme,,,,(Lemmermann) Steinecke,Chrysophycées,50392,40,9,8,tube,0.8,0.8,1256,2034.72,1,1256,2034.72,,,,,,,,,1808.64,40,moyenne starmach,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon petiolatum,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,petiolatum,,,,T. Willén,Chrysophycées,50371,25,4,4,ell,0.5,0.5,1956.73,104.67,1,1956.73,104.67,,,,,,,,,104.7,25,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon sertularia,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,sertularia,,,,Ehrenberg,Chrysophycées,50340,35,10,10,ell,0.5,0.5,6838.29,915.83,1,6838.29,915.83,,,,,,,,,916.3,150,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,0,0,1,6,3,0
Dinobryon sertularia plein,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,sertularia,,plein,,Ehrenberg,Chrysophycées,50341,35,10,10,ell,0.5,0.5,6838.29,915.83,1,6838.29,915.83,,,,,,,,,916.3,150,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,0,0,1,6,3,0
Dinobryon sertularia vide,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,sertularia,,vide,,Ehrenberg,Chrysophycées,50342,35,10,10,ell,0.5,0.5,6838.29,915.83,1,6838.29,915.83,,,,,,,,,916.3,150,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,0,0,1,6,3,0
Dinobryon sertularia var. protractum,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,sertularia,var.,protractum,,Ehrenberg,Chrysophycées,50341,27,4,4,ell,0.6,0.6,1760.33,135.65,1,1760.33,135.65,,,,,,,,,916.3,150,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon sertularia var. protuberans,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,sertularia,var.,protuberans,,(Lemmermann) H. Krieg.,Chrysophycées,50342,35,11,11,cone,0.6,0.6,6268.44,664.9,1,6268.44,664.9,,,,,,,,,916.3,150,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon sociale var. americanum,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,sociale,var.,americanum,,(Brunnthaler) Bachm.,Chrysophycées,50350,38,9,9,ell,0.5,0.5,6680.25,805.41,1,6680.25,805.41,,,,,,,,,805.8,150,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon sociale var. americanum plein,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,sociale,var.,americanum plein,,(Brunnthaler) Bachmann,Chrysophycées,50351,38,9,9,ell,0.5,0.5,6680.25,805.41,1,6680.25,805.41,,,,,,,,,805.8,150,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon sociale var. americanum vide,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,sociale,var.,americanum vide,,(Brunnthaler) Bachmann,Chrysophycées,50352,38,9,9,ell,0.5,0.5,6680.25,805.41,1,6680.25,805.41,,,,,,,,,805.8,150,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon sociale var. stipitatum,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,sociale,var.,stipitatum,,(F. Stein) Lemmermann,Chrysophycées,50360,38,9,9,ell,0.5,0.5,6680.25,805.41,1,6680.25,805.41,,,,,,,,,805.8,150,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon sociale var. stipitatum plein,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,sociale,var.,stipitatum plein,,(Stein) Lemmermann,Chrysophycées,50361,38,9,9,ell,0.5,0.5,6680.25,805.41,1,6680.25,805.41,,,,,,,,,805.8,150,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Dinobryon sociale var. stipitatum vide,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,sociale,var.,stipitatum vide,,(Stein) Lemmermann,Chrysophycées,50362,38,9,9,ell,0.5,0.5,6680.25,805.41,1,6680.25,805.41,,,,,,,,,805.8,150,Averages from literature,0.11,E,E,II,Microphytoplankton,1,1,0,1,0,0,1,0,,,,,,
Cell of Dinobryon,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Dinobryon,sp.,,cell without lorica,,Ehrenberg,Chrysophycées,50363,10,5,5,trel,0.8,0.8,618.79,104.67,1,618.79,104.67,,,,,,,,,105.3333333,10,Moyenne Léman 2010,0.11,E,E,II,Nanophytoplankton,1,1,0,1,0,0,1,0,,,,,,
Epipyxis condensata,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Epipyxis,condensata,,,,(Mack) D.K.Hilliard & Asmund,Chrysophycées,51319,17,5.25,5.25,ell,0.8,0.8,1094.84,196.17,1,1094.84,196.17,,,,,,,,,196.1715,17,Averages from literature,0.11,E,E,II,Nanophytoplankton,1,1,0,1,0,0,1,0,,,,,,
Epipyxis cylindrica,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Epipyxis,cylindrica,,,,(L. Reverdin) D.K. Hilliard & B.C. Asmund,Chrysophycées,51320,30,6.5,6.5,ell,0.8,0.8,2382.6,530.66,1,2382.6,530.66,,,,,,,,,530.9,30,Averages from literature,0.11,,E,II,Microphytoplankton,1,1,0,0,0,0,1,0,,,,,,
Epipyxis gracilis,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Epipyxis,gracilis,,,,D. K. Hilliard & Asmund,Chrysophycées,51310,25,4.5,4.5,ell,0.5,0.5,2201.33,132.47,1,2201.33,132.47,,,,,,,,,132.5,25,Averages from literature,0.11,,E,II,Microphytoplankton,1,1,0,0,0,0,1,0,,,,,,
Epipyxis planctonica,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Epipyxis,planctonica,,,,D.K. Hilliard & B.C. Asmund,Chrysophycées,51312,44.5,6,6,tube,0.8,0.8,909.03,1006.06,1,909.03,1006.06,,,,,,,,,1006.056,44.5,Averages from literature,0.11,,E,II,Microphytoplankton,1,1,0,0,0,0,1,0,,,,,,
Epipyxis polymorpha,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Epipyxis,polymorpha,,,,(J.W.G.Lund) D.K.Hilliard & Asmund,Chrysophycées,51311,28.5,6,6,tube,0.7,0.7,617.68,563.79,1,617.68,563.79,,,,,,,,,805.41,28.5,Averages from literature,0.11,,E,II,Microphytoplankton,1,1,0,0,0,0,1,0,,,,,,
Epipyxis tabellariae,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Epipyxis,tabellariae,,,,(Lemmermann) G.M. Smith,Chrysophycées,51315,22.6,7.1,7.1,ell,0.6,0.6,2618.13,357.73,1,2618.13,357.73,,,,,,,,,600,22.6,Averages from literature,0.11,,E,II,Microphytoplankton,1,1,0,0,0,0,1,0,,,,,,
Epipyxis sp.,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Epipyxis,sp.,,,Species,C.C. Ehrenberg,Chrysophycées,51316,18,6,6,tube,0.6,0.6,433.32,305.21,1,433.32,305.21,,,,,,,,,28.3,18,Mesures Bourget 14 2009,0.11,,E,II,Nanophytoplankton,1,1,0,0,0,0,1,0,,,,,,
Chrysococcus minutus,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Chrysococcus,minutus,,,,(F.E.Fritsch) Nygaard,Chrysophycées,51400,8,8,8,ell,0.9,0.9,708.67,241.15,1,708.67,241.15,,,,,,,,,241.15,8,Averages from literature,0.11,,,,Nanophytoplankton,1,1,0,0,0,0,1,0,,,,,,
Erkenia subaequiciliata,Eukaryota,Chromista,Chromobiota,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Erkenia,subaequiciliata,,,,SKUJA,Chrysophycées,51200,4.5,4.5,3,ell,1.1,1.1,159.73,34.97,1,159.73,34.97,,,,,,,,,35,4.5,Averages from literature,0.11,,E,II,Nanophytoplankton,1,1,0,0,0,0,1,0,,,,,,
Kephyrion cordata,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Kephyrion,cordata,,,,(Hilliard) Starmach,Chrysophycées,54103,6,6.7,6.7,ell,1,1,405.67,140.95,1,405.67,140.95,,,,,,,,,140.9546,6.7,Averages from literature,0.11,,X2,II,Nanophytoplankton,1,1,0,0,0,0,1,0,,,,,,
Kephyrion moniliferum,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Kephyrion,moniliferum,,,,(Schmid) Bourrelly,Chrysophycées,54104,9,6.5,6.5,ell,1,1,580.82,199,1,580.82,199,,,,,,,,,198.9975,9,Averages from literature,0.11,,X2,II,Nanophytoplankton,1,1,0,0,0,0,1,0,,,,,,
Kephyrion petasatum,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Kephyrion,petasatum,,,,Conrad,Chrysophycées,54100,8,8,8,ell,1,1,637.8,267.95,1,637.8,267.95,,,,,,,,,268.1,8,Averages from literature,0.11,,X2,II,Nanophytoplankton,1,1,0,0,0,0,1,0,,,,,,
Kephyrion rubri-claustri,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Kephyrion,rubri-claustri,,,,Conrad,Chrysophycées,54004,6,5,5,ell,1,1,302.74,78.5,1,302.74,78.5,,,,,,,,,78.5,6,Averages from literature,0.11,,X2,II,Nanophytoplankton,1,1,0,0,0,0,1,0,,,,,,
Kephyrion skujae,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Kephyrion,skujae,,,,Ettl,Chrysophycées,54005,8,5,5,ell,1,1,398.63,104.67,1,398.63,104.67,,,,,,,,,104.7,8,Averages from literature,0.11,,,,Nanophytoplankton,1,1,0,0,0,0,1,0,,,,,,
Kephyrion sp.,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Kephyrion,sp.,,,Species,Pascher,Chrysophycées,54000,8,5,5,ell,1,1,398.63,104.67,1,398.63,104.67,,,,,,,,,104.7,8,Averages from literature,0.11,,X2,II,Nanophytoplankton,1,1,0,0,0,0,1,0,,,,,,
Kephyrion sp1,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Kephyrion,sp1,,,Species,Pascher,Chrysophycées,54001,7.5,6.5,6.5,ell,1,1,486.97,165.83,1,486.97,165.83,,,,,,,,,165.83125,7.5,Mesures sur Annecy 2007,0.11,,X2,II,Nanophytoplankton,1,1,0,0,0,0,1,0,,,,,,
Kephyrion sp2 plein,Eukaryota,Chromista,Chromobiota,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae ,Kephyrion,sp2 plein,,,Species,Pascher,Chrysophycées,54002,8,7,7,ell,1,1,558.08,205.15,1,558.08,205.15,,,,,,,,,205.1466667,8,Mesures sur Annecy 2007,0.11,,X2,II,Nanophytoplankton,1,1,0,0,0,0,1,0,,,,,,
