"phyto_name","genus","species","exact.match","accepted","synonyms","orig.name","match.name","Empire","Kingdom","Phylum","Class","Order","Family"
"Cosmarium trilobulatum","Cosmarium","trilobulatum","1","1","","Cosmarium trilobulatum","Cosmarium trilobulatum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Cosmocladium","Cosmocladium","","1","0","Staurastrum,Heimansia","Cosmocladium","Cosmocladium","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Cylindrocapsa","Cylindrocapsa","","1","1","","Cylindrocapsa","Cylindrocapsa","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Cylindrocapsaceae"
"Cymatopleura","Cymatopleura","","1","0","Surirella","Cymatopleura","Cymatopleura","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae"
"Desmidium","Desmidium","","1","0","Staurastrum","Desmidium","Desmidium","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Desmidium aptogonum","Desmidium","aptogonum","1","1","","Desmidium aptogonum","Desmidium aptogonum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Desmidium grevillei","Desmidium","grevillei","1","1","","Desmidium grevillei","Desmidium grevillei","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Desmidium quadratum","Desmidium","quadratum","1","1","","Desmidium quadratum","Desmidium quadratum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Dictyosphaerium planctonicum","Dictyosphaerium","planctonicum","1","1","","Dictyosphaerium planctonicum","Dictyosphaerium planctonicum","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae"
"Dimorphococcus lunatus","Dimorphococcus","lunatus","1","1","","Dimorphococcus lunatus","Dimorphococcus lunatus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Dinobryon acuminatum","Dinobryon","acuminatum","1","1","","Dinobryon acuminatum","Dinobryon acuminatum","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae"
"Encyonema","Encyonema","","1","1","","Encyonema","Encyonema","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae"
"Euastrum","Euastrum","","1","1","","Euastrum","Euastrum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Euastrum evolutum",NA,NA,"0","0",NA,"Euastrum evolutum","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Euastrum intermedium","Euastrum","transiens","1","0","Euastrum transiens","Euastrum intermedium","Euastrum transiens","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Euastrum sinuosum","Cosmarium","crenatum","1","0","Cosmarium crenatum","Euastrum sinuosum","Cosmarium crenatum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Eudorina","Eudorina","","1","0","Pleodorina,Colemanosphaera","Eudorina","Eudorina","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Volvocaceae"
"Fragilaria amphicephaloides","Fragilaria","amphicephaloides","1","1","","Fragilaria amphicephaloides","Fragilaria amphicephaloides","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Fragilariales","Fragilariaceae"
"Fragilaria tenera var. nanana","Fragilaria","tenera nanana","1","1","","Fragilaria tenera nanana","Fragilaria tenera nanana","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Fragilariales","Fragilariaceae"
"Frustulia","Frustulia","","1","0","Pinnularia,Gyrosigma,Cymbella,Epithemia,Ulnaria","Frustulia","Frustulia","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Amphipleuraceae"
"Fusiperidinium wisconsinense","Fusiperidinium","wisconsinense","1","1","","Fusiperidinium wisconsinense","Fusiperidinium wisconsinense","Eukaryota","Chromista","Miozoa","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae"
"Gloeocapsa decorticans","Gloeocapsa","decorticans","1","1","","Gloeocapsa decorticans","Gloeocapsa decorticans","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Chroococcales","Microcystaceae"
"Gonatozygon","Gonatozygon","","1","0","Docidium","Gonatozygon","Gonatozygon","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Gonatozygaceae"
"Gonatozygon aculeatum","Gonatozygon","aculeatum","1","1","","Gonatozygon aculeatum","Gonatozygon aculeatum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Gonatozygaceae"
"Gonatozygon brebissonii","Gonatozygon","brebissonii","1","1","","Gonatozygon brebissonii","Gonatozygon brebissonii","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Gonatozygaceae"
"Gonatozygon monotaenium",NA,NA,"0","0",NA,"GonatozygonA monotaenium",NA,NA,NA,NA,NA,NA,NA
"Groenbladia neglecta","Groenbladia","neglecta","1","1","","Groenbladia neglecta","Groenbladia neglecta","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Groenbladia undulata","Groenbladia","undulata","1","1","","Groenbladia undulata","Groenbladia undulata","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Hapalosiphon flexuosus","Hapalosiphon","flexuosus","1","1","","Hapalosiphon flexuosus","Hapalosiphon flexuosus","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Hapalosiphonaceae"
"Haplotaenium minutum","Haplotaenium","minutum","1","1","","Haplotaenium minutum","Haplotaenium minutum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Hyalotheca dissiliens","Hyalotheca","dissiliens","1","1","","Hyalotheca dissiliens","Hyalotheca dissiliens","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Mallomonas caudata","Mallomonas","caudata","1","1","","Mallomonas caudata","Mallomonas caudata","Eukaryota","Chromista","Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae"
"Melosira","Melosira","","1","0","Aulacoseira","Melosira","Melosira","Eukaryota","Chromista","Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae"
"Micrasterias arcuata var. expansa","Micrasterias","arcuata expansa","1","1","","Micrasterias arcuata expansa","Micrasterias arcuata expansa","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Micrasterias floridensis","Micrasterias","floridensis","1","1","","Micrasterias floridensis","Micrasterias floridensis","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Micrasterias foliacea","Micrasterias","foliacea","1","1","","Micrasterias foliacea","Micrasterias foliacea","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Micrasterias furcata","Micrasterias","furcata","1","1","","Micrasterias furcata","Micrasterias furcata","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Micrasterias johnsonii","Micrasterias","johnsonii","1","1","","Micrasterias johnsonii","Micrasterias johnsonii","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Micrasterias mahabuleshwarensis var. dichotoma","Micrasterias","mahabuleshwarensis dichotoma","1","1","","Micrasterias mahabuleshwarensis dichotoma","Micrasterias mahabuleshwarensis dichotoma","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Micrasterias radiata var. gracillima","Micrasterias","radiata gracillima","1","1","","Micrasterias radiata gracillima","Micrasterias radiata gracillima","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Microspora crassior","Microspora","crassior","1","1","","Microspora crassior","Microspora crassior","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Microsporaceae"
"Neidium","Neidium","","1","1","","Neidium","Neidium","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Neidiaceae"
"Neidium sacoense","Neidium","sacoense","1","1","","Neidium sacoense","Neidium sacoense","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Neidiaceae"
"Nostoc",NA,NA,"0","0",NA,"Nostoc ",NA,NA,NA,NA,NA,NA,NA
"Oedogonium","Oedogonium","","1","1","","Oedogonium","Oedogonium","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Oedogoniales","Oedogoniaceae"
"Oocystis elliptica","Oocystis","elliptica","1","1","","Oocystis elliptica","Oocystis elliptica","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Oocystaceae"
"Pachycladella umbrina","Treubaria","umbrina","1","0","Treubaria umbrina","Pachycladella umbrina","Treubaria umbrina","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Treubariaceae"
"Phormidium","Phormidium","","1","0","Oxynema,Anagnostidinema,Potamolinea","Phormidium","Phormidium","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Oscillatoriaceae"
"Pinnularia",NA,NA,"0","0",NA,"Pinnularia ",NA,NA,NA,NA,NA,NA,NA
"Pleurotaenium","Pleurotaenium","","1","1","","Pleurotaenium","Pleurotaenium","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Pleurotaenium constrictum","Pleurotaenium","constrictum","1","1","","Pleurotaenium constrictum","Pleurotaenium constrictum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Pleurotaenium subcoronulatum","Pleurotaenium","subcoronulatum","1","1","","Pleurotaenium subcoronulatum","Pleurotaenium subcoronulatum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Pleurotaenium tridentulum","Pleurotaenium","tridentulum","1","1","","Pleurotaenium tridentulum","Pleurotaenium tridentulum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Quadrigula chodatii","Quadrigula","chodatii","1","1","","Quadrigula chodatii","Quadrigula chodatii","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae"
"Quadrigula closterioides","Quadrigula","closterioides","1","1","","Quadrigula closterioides","Quadrigula closterioides","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae"
"Rhizosolenia","Rhizosolenia","","1","0","Proboscia","Rhizosolenia","Rhizosolenia","Eukaryota","Chromista","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae"
"Rhopalodia","Rhopalodia","","1","0","Epithemia","Rhopalodia","Rhopalodia","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Rhopalodiales","Rhopalodiaceae"
"Scytonema",NA,NA,"0","0",NA,"Scytonema ",NA,NA,NA,NA,NA,NA,NA
"Sellaphora","Sellaphora","","1","0","Adlafia","Sellaphora","Sellaphora","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae"
"Sphaerozosma laeve","Sphaerozosma","laeve","1","1","","Sphaerozosma laeve","Sphaerozosma laeve","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Spiniferodinium palustre","Gymnodinium","palustre","1","0","Gymnodinium palustre","Spiniferodinium palustre","Gymnodinium palustre","Eukaryota","Chromista","Miozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae"
"Spirogyra",NA,NA,"0","0",NA,"Spirogyra ",NA,NA,NA,NA,NA,NA,NA
"Spondylosium","Spondylosium","","1","1","","Spondylosium","Spondylosium","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Spondylosium pulchrum","Spondylosium","pulchrum","1","1","","Spondylosium pulchrum","Spondylosium pulchrum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurastrum (6 arms)",NA,NA,"0","0",NA,"Staurastrum arms)","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Staurastrum arachne var. curvatum","Staurastrum","arachne curvatum","1","1","","Staurastrum arachne curvatum","Staurastrum arachne curvatum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurastrum aspinosum","Staurastrum","aspinosum","1","1","","Staurastrum aspinosum","Staurastrum aspinosum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurastrum brachiatum","Staurastrum","brachiatum","1","1","","Staurastrum brachiatum","Staurastrum brachiatum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurastrum breviaculeatum","Staurastrum","breviaculeatum","1","1","","Staurastrum breviaculeatum","Staurastrum breviaculeatum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurastrum cerastes","Staurastrum","cerastes","1","1","","Staurastrum cerastes","Staurastrum cerastes","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurastrum cingulum","Staurastrum","cingulum","1","1","","Staurastrum cingulum","Staurastrum cingulum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurastrum cingulum var. floridense","Staurastrum","cingulum floridense","1","1","","Staurastrum cingulum floridense","Staurastrum cingulum floridense","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurastrum elongatum","Staurastrum","elongatum","1","1","","Staurastrum elongatum","Staurastrum elongatum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurastrum leptocladum","Staurastrum","leptocladum","1","1","","Staurastrum leptocladum","Staurastrum leptocladum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurastrum manfeldtii var. fluminense","Staurastrum","manfeldtii fluminense","1","0","","Staurastrum manfeldtii+fluminense","Staurastrum manfeldtii+fluminense","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurastrum margaritaceum","Staurastrum","margaritaceum","1","1","","Staurastrum margaritaceum","Staurastrum margaritaceum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurastrum nova-caesareae","Staurastrum","nova-caesareae","1","0","","Staurastrum nova-caesareae","Staurastrum nova-caesareae","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurastrum ophiura","Staurastrum","ophiura","1","1","","Staurastrum ophiura","Staurastrum ophiura","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurastrum paradoxum","Staurastrum","paradoxum","1","1","","Staurastrum paradoxum","Staurastrum paradoxum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurastrum pentacerum","Staurastrum","pentacerum","1","1","","Staurastrum pentacerum","Staurastrum pentacerum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurastrum spiculiferum","Staurastrum","spiculosum","1","0","Staurastrum spiculosum","Staurastrum spiculiferum","Staurastrum spiculosum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurodesmus convergens","Staurodesmus","convergens","1","1","","Staurodesmus convergens","Staurodesmus convergens","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurodesmus dickiei","Staurodesmus","dickiei","1","1","","Staurodesmus dickiei","Staurodesmus dickiei","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurodesmus extensus","Staurodesmus","extensus","1","1","","Staurodesmus extensus","Staurodesmus extensus","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurodesmus glaber","Staurodesmus","glaber","1","1","","Staurodesmus glaber","Staurodesmus glaber","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurodesmus incus","Staurodesmus","incus","1","1","","Staurodesmus incus","Staurodesmus incus","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurodesmus megacanthus","Staurodesmus","megacanthus","1","1","","Staurodesmus megacanthus","Staurodesmus megacanthus","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurodesmus octocornis","Staurodesmus","octocornis","1","1","","Staurodesmus octocornis","Staurodesmus octocornis","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Staurodesmus subulatus","Staurodesmus","subulatus","1","1","","Staurodesmus subulatus","Staurodesmus subulatus","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Stenopterobia","Stenopterobia","","1","0","Iconella","Stenopterobia","Stenopterobia","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae"
"Surirella angustata",NA,NA,"0","0",NA,"Surirella angustata","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Synedra",NA,NA,"0","0",NA,"Synedra ",NA,NA,NA,NA,NA,NA,NA
"Synura","Synura","","1","1","","Synura","Synura","Eukaryota","Chromista","Ochrophyta","Synurophyceae","Synurales","Synuraceae"
"Tabellaria fenestrata","Tabellaria","fenestrata","1","1","","Tabellaria fenestrata","Tabellaria fenestrata","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Tabellariales","Tabellariaceae"
"Teilingia granulata","Teilingia","granulata","1","1","","Teilingia granulata","Teilingia granulata","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Tolypothrix","Tolypothrix","","1","0","Hassallia","Tolypothrix","Tolypothrix","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Nostocales","Tolypothrichaceae"
